12/18/2024 05:10:01 AM,1,1,main,prop1,22,25,16,19,2567,1794
12/18/2024 05:10:04 AM,1,2,main,prop1,150,203,128,176,155412,149566
12/18/2024 05:12:39 AM,1,3,main,prop1,n/a,n/a,n/a,n/a,timeout,timeout
12/18/2024 06:12:40 AM,2,1,main,prop1,109,168,87,110,69021,66700
12/18/2024 06:13:49 AM,2,2,main,prop1,n/a,n/a,n/a,n/a,timeout,timeout
12/18/2024 07:13:49 AM,2,3,main,prop1,n/a,n/a,n/a,n/a,timeout,timeout
12/18/2024 08:13:50 AM,3,1,main,prop1,483,857,413,543,1885719,1879396
12/18/2024 08:45:16 AM,3,2,main,prop1,n/a,n/a,n/a,n/a,timeout,timeout
